date,from_bank,transaction_id,to_bank,to_account,sender,receiver,amount,currency,transaction_type,is_laundering,risk_score,risk_level,fraud_pattern,flag_round_amount,flag_high_value,flag_currency_mismatch,flag_velocity,flag_reinvestment
01-09-22 00:18,1467,80066A870,1467,80066A870,Partnership #1066,Partnership #1066,952.88,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 12:23,24,803A207A0,24,803A207A0,Corporation #29605,Corporation #29605,5027341.83,Yen,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 09:08,12381,804EA3CD0,12381,804EA3CD0,Sole Proprietorship #44960,Sole Proprietorship #44960,16059280.93,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:16,220,800192280,10,80019D770,Partnership #162,Corporation #101,11719.92,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:29,1467,800485140,1467,800485140,Partnership #652,Partnership #652,310872.21,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:23,5836,8031786D0,23885,80571CEF0,Sole Proprietorship #36668,Sole Proprietorship #6322,3.96,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:19,10,800484110,10,800484110,Partnership #740,Partnership #740,29042.53,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:25,313372,804E07610,908,804E067E0,Sole Proprietorship #7289,Partnership #8983,1352.24,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:16,10,80034B7D0,10,80034B7D0,Corporation #313,Corporation #313,17.26,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:27,795,80088BE80,795,80088BE80,Sole Proprietorship #1374,Sole Proprietorship #1374,189838.79,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 21:06,12381,802EE4D60,12381,802EE4D60,Corporation #36892,Corporation #36892,5175250.84,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:00,701,800786EF0,1457,800936280,Sole Proprietorship #1484,Sole Proprietorship #1483,3006.92,US Dollar,Cash,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:12,14325,801AB6BE0,1411,801B4DA40,Partnership #4384,Partnership #4385,95,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 12:51,18511,8079F8AA0,18511,8079F8AA0,Sole Proprietorship #15832,Sole Proprietorship #15832,72422.9,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:24,220,80024F5E0,220,80024F5E0,Corporation #207,Corporation #207,15.69,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:08,31216,8.03E+85,6129,803232400,Corporation #5260,Partnership #5641,14741.67,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-22 07:28,22205,802C289B0,22205,802C289B0,Partnership #6177,Partnership #6177,447767.17,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 08:28,1292,8003ED680,1292,8003ED680,Partnership #14601,Partnership #14601,459361.41,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 23:46,4866,806C7C320,4866,806C7C320,Sole Proprietorship #10737,Sole Proprietorship #10737,303845.39,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 12:12,18428,8078E4D10,18428,8078E4D10,Partnership #40088,Partnership #40088,233799.12,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 18:48,23146,8035DB550,23146,8035DB550,Sole Proprietorship #40231,Sole Proprietorship #40231,1678084.32,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:07,10,8004A1200,10,8004A1200,Sole Proprietorship #625,Sole Proprietorship #625,3840.71,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
02-09-22 18:29,3514,8032C3860,3514,8032C3860,Sole Proprietorship #23257,Sole Proprietorship #23257,36751915.21,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:02,1292,800625660,1292,800625660,Corporation #699,Corporation #699,468135.24,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:25,1688,8006E91F0,1688,8006E91F0,Partnership #1170,Partnership #1170,881720.88,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:14,1420,8005DC8E0,1420,8005DC8E0,Partnership #960,Partnership #960,1250.44,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 05:18,20,80140B400,20,80140B400,Sole Proprietorship #13728,Sole Proprietorship #13728,968695.25,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:22,35893,805A0A9F0,18549,805A0A170,Corporation #7933,Partnership #9923,1602.17,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 16:51,3242,806DD2FA0,3242,806DD2FA0,Partnership #12631,Partnership #12631,4616598.73,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:25,1729,8008ABA10,1729,8008ABA10,Sole Proprietorship #1397,Sole Proprietorship #1397,2479914.04,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:10,23146,8035D6FC0,23146,8035D6FC0,Partnership #22504,Partnership #22504,74807.21,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:04,1412,8008A7AD0,11157,8018A1BE0,Sole Proprietorship #3799,Corporation #3065,21407.88,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:15,314035,8053E9EF0,16224,8053E9CC0,Sole Proprietorship #9016,Sole Proprietorship #6764,1285.36,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:10,1467,8003F6C80,19329,803CAA8A0,Partnership #3076,Sole Proprietorship #484,23.01,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:28,11157,8006BA330,11157,8006BA330,Corporation #877,Corporation #877,15229230.68,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:23,1674,800548A50,1674,800548A50,Partnership #828,Partnership #828,6520.9,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 16:51,21568,8.08E+06,21568,8.08E+06,Sole Proprietorship #42238,Sole Proprietorship #42238,2129430.74,UK Pound,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 22:06,2952,8088CBBC0,2952,8088CBBC0,Partnership #12665,Partnership #12665,320464.67,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:08,1420,800B1C030,1420,800B1C030,Sole Proprietorship #1685,Sole Proprietorship #1685,12368.39,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:10,1244,800871D00,1244,800871D00,Corporation #1076,Corporation #1076,9.63,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 14:17,14099,801AB7310,14099,801AB7310,Partnership #4337,Partnership #4337,11435665.97,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 05:16,225734,809518870,225734,809518870,Sole Proprietorship #1279,Sole Proprietorship #1279,549081.52,Canadian Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:19,701,80054ABE0,701,80054ABE0,Sole Proprietorship #767,Sole Proprietorship #767,26730.99,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 08:20,22164,802AF0220,22164,802AF0220,Corporation #4625,Corporation #4625,77835.56,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 07:06,11813,803A5D4F0,11813,803A5D4F0,Sole Proprietorship #11660,Sole Proprietorship #11660,55478.54,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:26,3429,800481A60,3429,800481A60,Corporation #517,Corporation #517,159.89,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:17,1457,800A228B0,1457,800A228B0,Sole Proprietorship #1530,Sole Proprietorship #1530,701588.75,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
02-09-22 00:50,12513,805DDC0B0,12513,805DDC0B0,Sole Proprietorship #25110,Sole Proprietorship #25110,64925.09,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 14:12,1047,8011BBAB0,1047,8011BBAB0,Sole Proprietorship #2783,Sole Proprietorship #2783,157561.92,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:15,1411,800CCB760,21940,802238C70,Corporation #1634,Partnership #5006,4355.04,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:06,1047,80077B1F0,1047,80077B1F0,Partnership #1296,Partnership #1296,140629.54,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:10,13145,8022878A0,1665,802D53FE0,Corporation #4871,Partnership #6301,98.83,US Dollar,Cash,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 01:20,513,8016CF6F0,513,8016CF6F0,Partnership #3643,Partnership #3643,271849.15,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:29,1362,8004E5ED0,1362,8004E5ED0,Sole Proprietorship #716,Sole Proprietorship #716,5.16,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 08:43,21174,801EB6BA0,21174,801EB6BA0,Sole Proprietorship #20743,Sole Proprietorship #20743,60235.5,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:27,11157,8.01E+06,11157,8.01E+06,Sole Proprietorship #1546,Sole Proprietorship #1546,1197.94,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:14,70,100428660,220,800190EB0,Sole Proprietorship #41,Sole Proprietorship #139,22605.52,US Dollar,Cheque,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:26,11904,8016BC320,11904,8016BC320,Partnership #27,Partnership #27,1282.15,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:29,1674,800958560,1674,800958560,Partnership #1575,Partnership #1575,814300.1,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:14,3552,8002C2E30,3552,8002C2E30,Corporation #232,Corporation #232,288.04,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:15,3799,8004843D0,3799,8004843D0,Sole Proprietorship #671,Sole Proprietorship #671,1668.83,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
02-09-22 07:01,22205,802C289B0,22205,802C289B0,Partnership #6177,Partnership #6177,242841.58,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 21:34,18200,8035D0DF0,18200,8035D0DF0,Partnership #30637,Partnership #30637,2685368.74,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:06,11471,800A70BD0,1292,800B15F30,Sole Proprietorship #1588,Corporation #1389,12130.9,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:18,12,80018EE40,10,800194520,Partnership #148,Corporation #87,5565.2,US Dollar,Wire,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:24,1,8007FF940,1,8007FF940,Partnership #1341,Partnership #1341,155717.87,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:19,1601,8004322B0,1601,8004322B0,Partnership #582,Partnership #582,11302.79,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:28,1,80018A9F0,1,80018A9F0,Corporation #91,Corporation #91,9505.79,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
02-09-22 06:24,15916,8069D3270,15916,8069D3270,Sole Proprietorship #30439,Sole Proprietorship #30439,99861.26,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:28,1729,800623D60,1729,800623D60,Partnership #1007,Partnership #1007,901.02,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 14:51,21575,804268CC0,21575,804268CC0,Partnership #45364,Partnership #45364,1993606.72,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:25,34051,8025B7370,25981,8025ACB00,Sole Proprietorship #5287,Corporation #4262,868.45,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:08,1674,8004DC0A0,1674,8004DC0A0,Partnership #774,Partnership #774,98215.66,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:28,1,8001580D0,1,8001580D0,Corporation #63,Corporation #63,19.24,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:06,2843,8006B6220,1420,801337D60,Sole Proprietorship #948,Corporation #2485,911.66,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:05,11157,800ACA9C0,11157,800ACA9C0,Corporation #5,Corporation #5,192154.42,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:16,1467,8003B6170,1467,8003B6170,Sole Proprietorship #408,Sole Proprietorship #408,446174.78,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:13,70,100428660,1,800199240,Sole Proprietorship #41,Sole Proprietorship #142,5568.82,US Dollar,Cash,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:25,1292,800483630,1292,800484420,Corporation #501,Partnership #743,97724,US Dollar,ACH,0,25,Low,unknown,FALSE,TRUE,FALSE,FALSE,FALSE
01-09-22 00:04,12,8001C8580,12,8001C8580,Sole Proprietorship #175,Sole Proprietorship #175,4712.93,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
